aotd_craft_plasma_dynamo,craft_plasma_dynamo,,,"[
	{ 'requirement_id' : 'false' }
]",,,,,,,,,,,,
aotd_craft_autonomous_mantle_bore,craft_autonomous_mantle_bore,,,"[
	{ 'requirement_id' : 'false' }
]",,,,,,,,,,,,
aotd_craft_soil_nanites,craft_soil_nanites,,,"[
	{ 'requirement_id' : 'false' }
]",,,,,,,,,,,,
aotd_craft_catalytic_core,craft_catalytic_core,,,"[
	{ 'requirement_id' : 'false' }
]",,,,,,,,,,,,
aotd_craft_drone_replicator,craft_drone_replicator,,,"[
	{ 'requirement_id' : 'false' }
]",,,,,,,,,,,,
aotd_craft_biofactory_embryo,craft_biofactory_embryo,,,"[
	{ 'requirement_id' : 'false' }
]",,,,,,,,,,,,
aotd_craft_dealmaker_holosuite,craft_dealmaker_holosuite,,,"[
	{ 'requirement_id' : 'false' }
]",,,,,,,,,,,,

aotd_colonize_abandoned_station,boggled_colonize_abandoned_station,,,"[
	{ 'requirement_id' : 'aotd_station_restoration' }
]",,,,,,,,,,,,

aotd_construct_astropolis_station,boggled_construct_astropolis_station,,,"[
	{ 'requirement_id' : 'aotd_astropolis_construction' }
]",,,,,,,,,,,,

aotd_construct_mining_station,boggled_construct_mining_station,,,"[
	{ 'requirement_id' : 'aotd_industrial_construction' }
]",,,,,,,,,,,,
aotd_construct_siphon_station,boggled_construct_siphon_station,,,"[
	{ 'requirement_id' : 'aotd_industrial_construction' }
]",,,,,,,,,,,,

aotd_ai_mining_drones_extractive_alpha_core,industry_ai_mining_drones_alpha_core,,,,,,,,,,,,,,"[ 'ai_mining_drones_alpha_core_effect_to_extractive' ]",
aotd_ai_mining_drones_extractive_beta_core,industry_ai_mining_drones_beta_core,,,,,,,,,,,,,,"[ 'ai_mining_drones_beta_core_effect_to_extractive' ]",
aotd_ai_mining_drones_extractive_gamma_core,industry_ai_mining_drones_gamma_core,,,,,,,,,,,,,,"[ 'ai_mining_drones_gamma_core_effect_to_extractive' ]",

aotd_ai_mining_drones_fracking_alpha_core,industry_ai_mining_drones_alpha_core,,,,,,,,,,,,,,"[ 'ai_mining_drones_alpha_core_effect_to_fracking' ]",
aotd_ai_mining_drones_fracking_beta_core,industry_ai_mining_drones_beta_core,,,,,,,,,,,,,,"[ 'ai_mining_drones_beta_core_effect_to_fracking' ]",
aotd_ai_mining_drones_fracking_gamma_core,industry_ai_mining_drones_gamma_core,,,,,,,,,,,,,,"[ 'ai_mining_drones_gamma_core_effect_to_fracking' ]",

aotd_ai_mining_drones_sublimation_alpha_core,industry_ai_mining_drones_alpha_core,,,,,,,,,,,,,,"[ 'ai_mining_drones_alpha_core_effect_to_sublimation' ]",
aotd_ai_mining_drones_sublimation_beta_core,industry_ai_mining_drones_beta_core,,,,,,,,,,,,,,"[ 'ai_mining_drones_beta_core_effect_to_sublimation' ]",
aotd_ai_mining_drones_sublimation_gamma_core,industry_ai_mining_drones_gamma_core,,,,,,,,,,,,,,"[ 'ai_mining_drones_gamma_core_effect_to_sublimation' ]",

aotd_ai_mining_drones_benefication_alpha_core,industry_ai_mining_drones_alpha_core,,,,,,,,,,,,,,"[ 'ai_mining_drones_alpha_core_effect_to_benefication' ]",
aotd_ai_mining_drones_benefication_beta_core,industry_ai_mining_drones_beta_core,,,,,,,,,,,,,,"[ 'ai_mining_drones_beta_core_effect_to_benefication' ]",
aotd_ai_mining_drones_benefication_gamma_core,industry_ai_mining_drones_gamma_core,,,,,,,,,,,,,,"[ 'ai_mining_drones_gamma_core_effect_to_benefication' ]",

aotd_boggled_construct_mining_station,boggled_construct_mining_station,,,,,,,,,,,,"[ 'aotd_add_mining_station_to_entity' ]","[ 'add_mining_station_to_entity' ]",,
aotd_boggled_construct_siphon_station,boggled_construct_siphon_station,,,,,,,,,,,,"[ 'aotd_add_siphon_station_to_entity' ]","[ 'add_siphon_station_to_entity' ]",,
aotd_boggled_colonize_abandoned_station,boggled_colonize_abandoned_station,,,,,,,,,,,,"[ 'aotd_colonize_abandoned_station' ]","[ 'colonize_abandoned_station' ]",,

aotd_genelab_pollution_reset_requirements_supplyheavy,industry_genelab_pollution,,,,,,,,,,"[
	{
		'containing_id' : 'aotd_industry_genelab_pollution_reset_requirements_civilian_heavy_production_corrupted_nanoforge',
		'requirements_added' : [ { 'requirement_id' : 'aotd_industry_colony_has_civilian_heavy_production_with_corrupted_nanoforge' } ]
	},
	{
		'containing_id' : 'aotd_industry_genelab_pollution_reset_requirements_civilian_heavy_production_pristine_nanoforge',
		'requirements_added' : [ { 'requirement_id' : 'aotd_industry_colony_has_civilian_heavy_production_with_pristine_nanoforge' } ]
	},
	{
		'containing_id' : 'aotd_industry_genelab_pollution_reset_requirements_militarized_heavy_industry_corrupted_nanoforge',
		'requirements_added' : [ { 'requirement_id' : 'aotd_industry_colony_has_militarized_heavy_industry_with_corrupted_nanoforge' } ]
	},
	{
		'containing_id' : 'aotd_industry_genelab_pollution_reset_requirements_militarized_heavy_industry_pristine_nanoforge',
		'requirements_added' : [ { 'requirement_id' : 'aotd_industry_colony_has_militarized_heavy_industry_with_pristine_nanoforge' } ]
	}
]",,,,
